response,freq,HS,activity,logRT,logPrej,pid,trial,patchnum,numwithinpatch,switchornot,cue_transitions,patchnum2,numwithinpatch2
labrador retriever,5.7969007,11.08251,-0.81661415,1.9460529959950605,-1.6399086,107,8,4,1,0,0.0,6,0
bloodhound,6.5464015,15.670523,0.49832988,1.6096378924367667,-0.5740396,107,9,4,2,1,1.0,7,0
bird,9.1650715,10.090409,0.64898264,0.0009995003330834232,-0.47351474,107,10,5,1,0,2.0,8,0
parrot,7.6612816,13.968031,0.21154499,0.6936470556015963,-2.697742,107,11,5,2,0,1.0,9,0
crow,8.2725,14.519577,-1.7845786,0.6936470556015963,-1.5943949,107,12,5,3,0,3.0,9,1
parakeet,6.3692183,13.031723,-1.2134967,1.09894556645823,-1.2870705,107,13,5,4,0,3.0,9,2
goldfish,7.2085934,11.967018,-1.2463318,2.3979861777572986,-1.5017607,107,14,5,5,1,2.0,10,0
horse,9.460777,13.311837,-0.51891565,0.0009995003330834232,-1.499071,107,15,6,1,1,0.0,11,0
deer,8.729307,12.805877,-0.22081327,1.3865443298750981,-1.628319,107,16,7,1,0,0.0,12,0
bear,9.4697275,13.294271,-0.5030153,0.6936470556015963,-2.1730504,107,17,7,2,0,0.0,13,0
raccoon,7.2334986,15.132975,-0.14996529,0.0009995003330834232,-1.8763443,107,18,7,3,0,1.0,14,0
skunk,7.2660403,15.479865,-1.2435367,2.3979861777572986,-1.0645448,107,19,7,4,0,3.0,14,1
groundhog,6.338394,14.829107,-0.7773843,0.6936470556015963,-0.958591,107,20,7,5,0,3.0,14,2
mole,8.287973,12.86981,-1.1454105,0.6936470556015963,-1.0852122,107,21,7,6,0,2.0,15,0
hedgehog,7.0279026,12.92127,-1.7212383,0.6936470556015963,-1.4636978,107,22,7,7,0,0.0,16,0
rat,8.843021,14.243796,-0.05801153,1.7919261220073759,-1.297267,107,23,7,8,0,0.0,17,0
mouse,8.734669,15.928724,0.2110622,0.0009995003330834232,-1.4716706,107,24,7,9,1,1.0,18,0
bee,8.562807,11.589219,0.28857517,2.1973356822749484,-0.9357081,107,25,8,1,0,2.0,19,0
fly,9.043542,14.271242,-1.1954408,0.6936470556015963,-2.4943044,107,26,8,2,0,1.0,20,0
cockroach,7.0326066,15.17784,-0.31104857,1.7919261220073759,-1.6795464,107,27,8,3,1,3.0,20,1
blue gill,4.8621206,11.169545,-1.9295422,1.09894556645823,-1.2258747,107,28,9,1,1,2.0,21,0
bass,8.592796,15.733965,-2.5408301,0.0009995003330834232,-1.0982776,107,29,10,1,1,1.0,22,0
cardinal,8.624529,11.802555,-2.5171301,2.1973356822749484,-1.2372648,107,30,11,1,1,2.0,23,0
colt,7.901596,12.506153,-1.7167501,0.6936470556015963,-1.4946564,107,31,12,1,1,0.0,24,0
oriole,6.8260646,12.012627,-1.81412,2.079566533867987,-1.2480284,107,32,13,1,1,0.0,25,0
dolphin,7.705347,10.781755,1.1312795,0.6936470556015963,-1.2040795,107,33,14,1,0,0.0,26,0
whale,8.224764,15.366442,0.87034935,1.9460529959950605,-2.2949996,107,34,14,2,0,1.0,27,0
manatee,6.9129047,14.669059,-0.27935314,2.079566533867987,-1.5161098,107,35,14,3,0,3.0,27,1
beaver,8.254935,12.671589,-1.0188029,3.5835467158480925,-1.1268511,107,36,14,4,0,2.0,28,0
polar bear,6.879763,14.573507,0.9793277,1.09894556645823,-5.641881,108,2,2,2,1,,0,0
toucan,6.079373,12.965089,-0.79710174,0.6936470556015963,-2.2898533,108,3,3,1,0,0.0,1,0
hummingbird,6.897857,13.6806965,-1.2946882,1.09894556645823,-3.0980244,108,4,3,2,0,1.0,2,0
ostrich,7.4367714,13.381031,-1.7866931,0.6936470556015963,-3.3507726,108,5,3,3,1,3.0,2,1
sloth,7.2696533,13.391058,-0.65872157,1.09894556645823,-3.1546855,108,6,4,1,1,3.0,2,2
orangutan,6.276458,13.561763,1.5593612,1.9460529959950605,-2.8584661,108,7,5,1,0,2.0,3,0
monkey,8.25998,14.177447,1.4139525,0.6936470556015963,-3.385404,108,8,5,2,0,0.0,4,0
tiger,8.281227,13.171951,0.58249664,0.6936470556015963,-3.7260652,108,9,5,3,0,0.0,5,0
lion,8.663146,15.957723,1.1276553,1.09894556645823,-2.248133,108,10,5,4,1,1.0,6,0
dog,9.247131,11.78335,1.5745795,2.3026850879943788,-1.7142177,108,11,6,1,0,2.0,7,0
cat,8.985515,14.325035,0.870857,0.6936470556015963,-4.4214783,108,12,6,2,0,1.0,8,0
fish,9.652773,11.4408865,0.4094454,0.0009995003330834232,-1.3813722,108,13,6,3,1,2.0,9,0
zebra,7.33688,12.197498,1.0181093,0.0009995003330834232,-3.3339448,108,14,7,1,1,0.0,10,0
llama,6.863565,13.832458,-0.48476982,0.6936470556015963,-1.599403,108,15,8,1,0,1.0,11,0
pig,8.733592,15.215895,-0.43317556,0.0009995003330834232,-1.199605,108,16,8,2,0,3.0,11,1
cow,8.763902,15.466529,-0.64451075,0.6936470556015963,-1.2075403,108,17,8,3,0,3.0,11,2
rooster,7.276048,14.357474,-1.0692179,0.0009995003330834232,-1.1011809,108,18,8,4,0,3.0,11,3
lamb,8.637704,14.474928,-3.2459736,1.09894556645823,-1.2121775,108,19,8,5,0,2.0,12,0
sheep,9.106964,15.92455,-1.2447839,0.0009995003330834232,-1.1803068,108,20,8,6,1,1.0,13,0
pelican,7.396815,12.170397,-1.5400124,2.3026850879943788,-1.1517454,108,21,9,1,1,2.0,14,0
cougar,6.95645,11.106754,-0.3199916,1.09894556645823,-1.5574988,108,22,10,1,1,0.0,15,0
barracuda,6.5386624,10.973561,-2.0114467,0.6936470556015963,-0.6342132,108,23,11,1,1,0.0,16,0
horse,9.460777,11.769077,-0.51891565,1.09894556645823,-1.3832214,108,24,12,1,1,0.0,17,0
jaguar,7.385849,12.212231,-0.3604108,1.3865443298750981,-1.1371043,108,25,13,1,1,0.0,18,0
siberian husky,5.2383957,12.342571,-1.8621209,2.3979861777572986,-0.46862364,108,26,14,1,1,1.0,19,0
falcon,7.7829323,12.304466,-2.2454636,1.7919261220073759,-0.59771025,108,27,15,1,1,2.0,20,0
deer,8.729307,12.452873,-0.22081327,0.0009995003330834232,-1.5814519,108,28,16,1,0,0.0,21,0
stag,7.596844,15.167194,-3.0283422,1.09894556645823,-1.7269688,108,29,16,2,1,1.0,22,0
parrot,7.6612816,11.52083,0.21154499,2.833272165855592,-0.8484702,108,30,17,1,0,2.0,23,0
turtle,8.067716,11.959231,0.9358722,1.3865443298750981,-1.4683557,108,31,17,2,1,0.0,24,0
kangaroo,7.437985,11.567046,1.2155612,0.6936470556015963,-2.3097234,108,32,18,1,0,0.0,25,0
koala,6.4397144,13.437871,1.880491,1.3865443298750981,-1.4923348,108,33,18,2,0,0.0,26,0
emu,7.398371,11.438089,-0.08142197,1.3865443298750981,-1.6861184,108,34,18,3,1,0.0,27,0
shark,7.8841987,12.163692,0.611025,2.3979861777572986,-1.0690095,108,35,19,1,0,0.0,28,0
dolphin,7.705347,14.805448,1.1312795,1.6096378924367667,-1.7942808,108,36,19,2,1,0.0,29,0
crow,8.2725,11.856353,-1.7845786,2.7081168655467533,-1.6909138,108,37,20,1,1,0.0,30,0
rabbit,8.530918,12.82836,-0.7450187,2.079566533867987,-1.3732853,108,38,21,1,1,0.0,31,0
leopard,7.6562376,12.171135,0.39975286,2.4849899796493045,-0.9078039,108,39,22,1,0,0.0,32,0
cat,8.985515,14.325035,0.870857,0.0009995003330834232,-5.310614,109,2,2,2,1,,0,0
elephant,8.278831,12.373092,0.5827914,0.6936470556015963,-1.7277466,109,3,3,1,0,2.0,1,0
horse,9.460777,13.825712,-0.51891565,0.0009995003330834232,-2.958446,109,4,3,2,1,0.0,2,0
bird,9.1650715,12.310996,0.64898264,0.6936470556015963,-1.6197715,109,5,4,1,1,0.0,3,0
frog,8.163962,12.005563,0.74017715,0.0009995003330834232,-3.2297745,109,6,5,1,0,0.0,4,0
turtle,8.067716,12.040396,0.9358722,1.09894556645823,-2.9225292,109,7,5,2,1,0.0,5,0
chicken,8.703944,11.212676,-0.36407304,0.6936470556015963,-2.6946845,109,8,6,1,0,0.0,6,0
duck,8.351821,14.970944,-0.6875971,0.0009995003330834232,-1.1668506,109,9,6,2,0,1.0,7,0
sheep,9.106964,13.683365,-1.2447839,0.6936470556015963,-1.0041301,109,10,6,4,0,2.0,8,0
goat,8.287556,15.587339,-1.4169083,0.0009995003330834232,-1.0146558,109,11,6,5,0,1.0,9,0
calf,8.424638,15.084652,-3.2705634,1.6096378924367667,-0.7809281,109,12,6,6,1,3.0,9,1
mouse,8.734669,12.361408,0.2110622,1.6096378924367667,-0.81049323,109,13,7,1,0,2.0,10,0
rat,8.843021,15.928724,-0.05801153,0.6936470556015963,-1.924823,109,14,7,2,1,1.0,11,0
possum,6.9892597,12.677582,0.33384502,1.7919261220073759,-0.9714268,109,15,8,1,1,2.0,12,0
chipmunk,6.6536546,14.293275,1.1690071,1.09894556645823,-1.4408294,109,16,9,1,0,0.0,13,0
squirrel,7.886292,15.877527,0.20738745,0.6936470556015963,-1.3735827,109,17,9,2,0,1.0,14,0
wolf,8.697056,13.41293,-1.0423151,1.3865443298750981,-1.045212,109,18,9,3,0,2.0,15,0
coyote,7.6454744,15.938211,-1.4244925,1.3865443298750981,-0.76849383,109,19,9,4,1,1.0,16,0
cheetah,6.6782866,12.883224,1.2123458,0.6936470556015963,-0.5323241,109,20,10,1,0,2.0,17,0
lion,8.663146,14.826922,1.1276553,0.0009995003330834232,-1.5518693,109,21,10,2,0,1.0,18,0
tiger,8.281227,15.957723,0.58249664,0.0009995003330834232,-2.1859374,109,22,10,3,1,3.0,18,1
bear,9.4697275,15.455345,-0.5030153,1.09894556645823,-0.7930486,109,23,11,1,0,3.0,18,2
panda,7.0408387,14.063886,0.0382514,0.0009995003330834232,-1.0592006,109,24,11,2,1,2.0,19,0
koala,6.4397144,14.666481,1.880491,1.6096378924367667,-1.1327112,109,25,12,1,1,0.0,20,0
penguin,8.166074,11.851142,0.13859695,1.6096378924367667,-1.753413,109,26,13,1,1,0.0,21,0
ferret,7.2498455,12.561884,-0.36220145,1.6096378924367667,-1.575913,109,27,14,1,1,0.0,22,0
orangutan,6.276458,11.270653,1.5593612,2.3026850879943788,-0.6798351,109,28,15,1,0,0.0,23,0
gorilla,7.3137183,15.249987,0.44351846,0.6936470556015963,-1.8898005,109,29,15,2,0,1.0,24,0
monkey,8.25998,14.176,1.4139525,1.09894556645823,-1.3375223,109,30,15,3,0,2.0,25,0
rhino,7.0549827,13.248497,-0.42002368,0.0009995003330834232,-1.7839136,109,31,15,4,0,1.0,26,0
giraffe,7.0409007,15.610311,1.7233582,1.6096378924367667,-0.9045024,109,32,15,5,1,2.0,27,0
parrot,7.6612816,12.96619,0.21154499,2.3026850879943788,-1.0166676,109,33,16,1,0,0.0,28,0
goose,8.162916,12.931188,-0.26029122,1.09894556645823,-0.898077,109,34,16,2,1,0.0,29,0
fish,9.652773,11.615493,0.4094454,0.6936470556015963,-0.7797302,109,35,17,1,0,0.0,30,0
dolphin,7.705347,12.6854315,1.1312795,1.7919261220073759,-2.46778,109,36,17,2,1,0.0,31,0
kitten,7.527818,10.192824,-1.8928915,1.3865443298750981,-1.9106436,109,37,18,1,0,0.0,32,0
hyena,6.8782196,12.180714,-2.0055203,2.1973356822749484,-0.45298517,109,38,18,3,1,1.0,33,0
rooster,7.276048,12.888945,-1.0692179,2.079566533867987,-0.561195,109,39,19,1,0,2.0,34,0
pig,8.733592,14.550688,-0.43317556,0.6936470556015963,-0.46561682,109,40,19,2,0,0.0,35,0
hen,8.471315,14.967095,-1.8579493,2.3979861777572986,-0.544999,109,41,19,3,1,1.0,36,0
grizzly,7.461551,11.931824,-0.4407581,2.833272165855592,-0.37708998,109,42,20,1,1,2.0,37,0
leopard,7.6562376,13.686287,0.39975286,3.806684711745632,-0.5018331,109,43,22,1,0,0.0,38,0
horse,9.460777,13.424371,-0.51891565,1.09894556645823,-3.2292771,110,2,2,1,0,,0,0
sheep,9.106964,15.120814,-1.2447839,1.3865443298750981,-2.0098982,110,3,2,2,1,1.0,1,0
wolf,8.697056,12.299814,-1.0423151,0.0009995003330834232,-1.5092397,110,4,3,1,1,2.0,2,0
pig,8.733592,12.590652,-0.43317556,1.7919261220073759,-0.9840895,110,5,4,1,1,0.0,3,0
giraffe,7.0409007,13.2921095,1.7233582,1.7919261220073759,-1.2083364,110,6,5,1,0,0.0,4,0
monkey,8.25998,13.176134,1.4139525,1.3865443298750981,-2.9306917,110,7,5,2,0,0.0,5,0
chimpanzee,7.246959,14.86046,0.2907952,1.09894556645823,-2.823929,110,8,5,3,1,1.0,6,0
koala,6.4397144,11.8190775,1.880491,1.7919261220073759,-1.137969,110,9,6,1,0,2.0,7,0
kangaroo,7.437985,13.437871,1.2155612,1.3865443298750981,-2.813019,110,10,6,2,1,0.0,8,0
tiger,8.281227,13.205431,0.58249664,1.3865443298750981,-1.9966795,110,11,7,1,0,0.0,9,0
lion,8.663146,15.957723,1.1276553,0.6936470556015963,-1.9580193,110,12,7,2,0,1.0,10,0
gorilla,7.3137183,12.913141,0.44351846,0.6936470556015963,-1.5133044,110,13,7,3,1,2.0,11,0
bird,9.1650715,10.636634,0.64898264,1.3865443298750981,-1.0968508,110,14,8,1,1,0.0,12,0
snake,8.501285,12.146439,1.0691586,0.6936470556015963,-2.7219784,110,15,9,1,0,0.0,13,0
crocodile,7.534795,12.286375,1.2002896,1.7919261220073759,-2.871706,110,16,9,2,0,0.0,14,0
alligator,7.4510283,15.438948,1.1975237,1.3865443298750981,-2.4362712,110,17,9,3,0,1.0,15,0
boa constrictor,6.046375,13.521026,-0.058959484,1.7919261220073759,-1.2237806,110,18,9,4,1,2.0,16,0
rat,8.843021,11.595106,-0.05801153,1.3865443298750981,-0.75484717,110,19,10,1,0,0.0,17,0
mouse,8.734669,15.928724,0.2110622,0.6936470556015963,-1.5466273,110,20,10,2,1,1.0,18,0
rabbit,8.530918,14.259928,-0.7450187,3.135537693244867,-1.0284792,110,21,11,1,1,3.0,18,1
cow,8.763902,14.178632,-0.64451075,0.6936470556015963,-0.78789294,110,22,12,1,0,2.0,19,0
chicken,8.703944,14.409694,-0.36407304,2.5650262775800314,-0.7307972,110,23,12,2,0,0.0,20,0
chick,8.047904,14.915667,-2.0835423,1.9460529959950605,-0.8318436,110,24,12,3,1,1.0,21,0
eagle,8.609032,12.615816,-1.903922,1.7919261220073759,-0.7008414,110,25,13,1,1,2.0,22,0
guinea pig,7.5533867,10.440271,0.65618944,3.0445700556372914,-1.2373667,110,26,14,1,0,0.0,23,0
hamster,7.4689918,14.7710085,0.8201952,1.09894556645823,-1.0216956,110,27,14,2,1,0.0,24,0
liger,5.461509,11.686113,-1.1005466,2.995782272304033,-0.70945466,110,28,15,1,1,0.0,25,0
fox,8.901891,11.035863,-1.256597,3.4012307144399454,-0.5744768,110,29,16,1,0,0.0,26,0
bird,9.1650715,11.849676,0.64898264,0.6936470556015963,-3.2292771,111,2,2,1,1,,0,0
mouse,8.734669,12.545109,0.2110622,1.09894556645823,-3.586871,111,3,3,1,1,0.0,1,0
elephant,8.278831,12.1415,0.5827914,1.7919261220073759,-2.1984453,111,4,4,1,1,0.0,2,0
goat,8.287556,13.772197,-1.4169083,2.079566533867987,-2.8696103,111,5,5,1,0,0.0,3,0
lamb,8.637704,15.429214,-3.2459736,1.3865443298750981,-1.1872053,111,6,5,2,1,1.0,4,0
monkey,8.25998,12.1780815,1.4139525,1.6096378924367667,-1.6796324,111,7,6,1,1,2.0,5,0
bull,9.068536,12.233309,-2.0570266,1.09894556645823,-2.7213292,111,8,7,1,1,0.0,6,0
walrus,7.1177874,11.241745,0.24954772,2.639128755635788,-1.5854123,111,9,8,1,1,0.0,7,0
dolphin,7.705347,13.917444,1.1312795,0.6936470556015963,-2.6058383,111,10,9,1,0,0.0,8,0
whale,8.224764,15.366442,0.87034935,0.6936470556015963,-3.000604,111,11,9,2,0,1.0,9,0
fish,9.652773,13.322374,0.4094454,1.09894556645823,-1.8529137,111,12,9,3,0,2.0,10,0
squid,7.505342,14.016,-1.3418002,2.4849899796493045,-2.6920745,111,13,9,4,0,1.0,11,0
frog,8.163962,12.303371,0.74017715,1.6096378924367667,-1.0536553,111,14,9,5,0,2.0,12,0
snake,8.501285,12.810562,1.0691586,1.09894556645823,-2.1852424,111,15,9,6,1,0.0,13,0
hippopotamus,6.933396,11.771997,1.1898401,2.833272165855592,-2.5643806,111,16,10,1,1,0.0,14,0
shark,7.8841987,12.979318,0.611025,2.1973356822749484,-1.5108234,111,17,11,1,1,0.0,15,0
horse,9.460777,11.813472,-0.51891565,2.8904273119085677,-0.9543782,111,18,12,1,1,0.0,16,0
tiger,8.281227,12.7452755,0.58249664,2.4849899796493045,-1.4357206,111,19,13,1,0,0.0,17,0
lion,8.663146,15.957723,1.1276553,0.6936470556015963,-1.8235645,111,20,13,2,0,1.0,18,0
panther,7.5974145,14.983472,-0.106794,2.079566533867987,-1.4142554,111,21,13,3,0,3.0,18,1
wild cat,6.572264,14.650325,-1.4691832,2.079566533867987,-0.82590044,111,22,13,4,1,3.0,18,2
cow,8.763902,12.604975,-0.64451075,3.2581349988203177,-0.6436831,111,23,14,1,0,2.0,19,0
dog,9.247131,14.325035,1.5745795,1.09894556645823,-5.671506,112,2,2,2,1,,0,0
bird,9.1650715,11.849676,0.64898264,0.6936470556015963,-3.184277,112,3,3,1,1,0.0,1,0
lion,8.663146,11.615356,1.1276553,1.9460529959950605,-3.4026027,112,4,4,1,0,0.0,2,0
tiger,8.281227,15.957723,0.58249664,1.09894556645823,-2.566365,112,5,4,2,0,1.0,3,0
cheetah,6.6782866,14.8747015,1.2123458,1.6096378924367667,-0.9085213,112,6,4,3,1,2.0,4,0
kangaroo,7.437985,13.151059,1.2155612,2.3026850879943788,-0.8564883,112,7,5,1,1,0.0,5,0
peacock,7.8933806,13.132724,-1.1051009,2.079566533867987,-1.8500451,112,8,6,1,1,0.0,6,0
monkey,8.25998,12.189112,1.4139525,1.6096378924367667,-1.5364938,112,9,7,1,1,0.0,7,0
donkey,7.790762,12.95138,-1.4337559,1.3865443298750981,-2.344891,112,10,8,1,1,1.0,8,0
owl,8.098242,12.918412,-1.5028136,2.1973356822749484,-1.0949874,112,11,9,1,1,2.0,9,0
lizard,7.679484,13.294607,0.4991113,1.6096378924367667,-1.1817861,112,12,10,1,0,0.0,10,0
snake,8.501285,13.8818035,1.0691586,1.6096378924367667,-2.033843,112,13,10,2,1,0.0,11,0
rat,8.843021,11.798556,-0.05801153,2.944491609360395,-2.746276,112,14,11,1,1,0.0,12,0
bear,9.4697275,13.035625,-0.5030153,2.079566533867987,-1.6573102,112,15,12,1,0,0.0,13,0
polar bear,6.879763,14.573507,0.9793277,1.6096378924367667,-1.1493975,112,16,12,2,1,0.0,14,0
squirrel,7.886292,12.461123,0.20738745,1.7919261220073759,-1.1740788,112,17,13,1,1,0.0,15,0
crocodile,7.534795,11.495012,1.2002896,3.4965378640376557,-1.1123843,112,18,14,1,1,0.0,16,0
fish,9.652773,12.312939,0.4094454,1.3865443298750981,-2.0659444,112,19,15,1,0,0.0,17,0
whale,8.224764,13.322374,0.87034935,1.09894556645823,-2.6297245,112,20,15,2,0,0.0,18,0
shark,7.8841987,15.465992,0.611025,1.3865443298750981,-2.0000527,112,21,15,3,1,1.0,19,0
zebra,7.33688,12.570289,1.0181093,2.833272165855592,-1.0490549,112,22,16,1,0,2.0,20,0
giraffe,7.0409007,15.0552025,1.7233582,1.7919261220073759,-1.1692775,112,23,16,2,0,0.0,21,0
bunny,7.4416757,14.186148,-0.41341448,0.6936470556015963,-1.7594746,113,2,2,1,0,,0,0
rabbit,8.530918,16.335947,-0.7450187,0.6936470556015963,-1.4151473,113,3,2,2,1,3.0,0,1
bird,9.1650715,13.016421,0.64898264,0.0009995003330834232,-1.288743,113,4,3,1,1,2.0,1,0
elephant,8.278831,12.545147,0.5827914,0.6936470556015963,-3.4331794,113,5,4,1,1,0.0,2,0
panda,7.0408387,13.646141,0.0382514,0.0009995003330834232,-2.8850255,113,6,5,1,0,0.0,3,0
polar bear,6.879763,13.745732,0.9793277,1.09894556645823,-2.2808385,113,7,5,2,1,0.0,4,0
giraffe,7.0409007,13.4478445,1.7233582,0.6936470556015963,-2.221998,113,8,6,1,1,0.0,5,0
raccoon,7.2334986,13.114221,-0.14996529,1.3865443298750981,-1.9982052,113,9,7,1,1,0.0,6,0
boar,7.84996,14.750334,-0.9777014,0.6936470556015963,-1.6462283,113,10,8,1,1,1.0,7,0
chicken,8.703944,13.467882,-0.36407304,1.3865443298750981,-1.5393329,113,11,9,1,0,2.0,8,0
rooster,7.276048,16.023697,-1.0692179,0.6936470556015963,-1.3389952,113,12,9,2,0,1.0,9,0
turkey,8.929881,15.2086,-1.7151693,1.3865443298750981,-0.9217527,113,13,9,3,1,3.0,9,1
mouse,8.734669,12.623435,0.2110622,1.7919261220073759,-1.2184043,113,14,10,1,1,2.0,10,0
crab,8.06861,10.466838,0.1938008,1.09894556645823,-1.9029998,113,15,11,1,0,0.0,11,0
lobster,7.8247223,14.905795,-2.0292091,0.6936470556015963,-3.357429,113,16,11,2,0,1.0,12,0
dolphin,7.705347,12.296045,1.1312795,1.09894556645823,-1.6023602,113,17,11,3,0,2.0,13,0
whale,8.224764,15.366442,0.87034935,0.0009995003330834232,-2.9026866,113,18,11,4,1,1.0,14,0
rhino,7.0549827,12.728899,-0.42002368,2.4849899796493045,-1.793064,113,19,12,1,0,2.0,15,0
hippopotamus,6.933396,14.833956,1.1898401,1.09894556645823,-1.2357273,113,20,12,2,0,0.0,16,0
chimpanzee,7.246959,12.516129,0.2907952,1.7919261220073759,-1.4374362,113,21,12,3,0,0.0,17,0
gorilla,7.3137183,15.172663,0.44351846,0.6936470556015963,-2.3408997,113,22,12,4,1,1.0,18,0
ant,8.35485,10.564609,-0.28870797,1.3865443298750981,-1.7518978,113,23,13,1,0,2.0,19,0
bee,8.562807,12.965839,0.28857517,0.0009995003330834232,-2.3122702,113,24,13,2,0,0.0,20,0
fly,9.043542,14.271242,-1.1954408,0.0009995003330834232,-2.472435,113,25,13,3,1,1.0,21,0
grizzly,7.461551,10.890975,-0.4407581,2.3979861777572986,-1.5187029,113,26,14,1,1,2.0,22,0
fish,9.652773,11.671938,0.4094454,0.6936470556015963,-1.6064446,113,27,15,1,0,0.0,23,0
ferret,7.2498455,11.583369,-0.36220145,2.4849899796493045,-2.5954459,113,28,15,2,1,0.0,24,0
gopher,7.1809707,12.865562,-1.2073702,1.9460529959950605,-0.9557357,113,29,16,1,0,1.0,25,0
groundhog,6.338394,15.532776,-0.7773843,2.3026850879943788,-1.3594064,113,30,16,2,1,3.0,25,1
frog,8.163962,11.858316,0.74017715,1.9460529959950605,-1.3397169,113,31,17,1,0,2.0,26,0
toad,7.6070127,14.803492,-2.1246338,0.6936470556015963,-2.0059447,113,32,17,2,1,1.0,27,0
koala,6.4397144,10.160025,1.880491,2.7726512202867375,-0.88048786,113,33,18,1,0,2.0,28,0
kangaroo,7.437985,13.437871,1.2155612,1.3865443298750981,-1.9927251,113,34,18,2,1,0.0,29,0
shark,7.8841987,11.906433,0.611025,1.7919261220073759,-1.5815637,113,35,19,1,0,0.0,30,0
barracuda,6.5386624,14.8153925,-2.0114467,1.3865443298750981,-0.9388555,113,36,19,2,1,1.0,31,0
turtle,8.067716,11.91249,0.9358722,1.3865443298750981,-0.68544626,113,37,20,1,1,2.0,32,0
goat,8.287556,11.334208,-1.4169083,2.995782272304033,-1.8999501,113,38,21,1,0,0.0,33,0
bird,9.1650715,11.849676,0.64898264,0.0009995003330834232,-3.2292771,114,2,2,1,0,,0,0
parrot,7.6612816,13.968031,0.21154499,1.09894556645823,-3.586871,114,3,2,2,0,1.0,1,0
parakeet,6.3692183,13.897932,-1.2134967,1.09894556645823,-1.8774143,114,4,2,3,0,3.0,1,1
duck,8.351821,13.38351,-0.6875971,1.3865443298750981,-1.6984318,114,5,2,4,0,2.0,2,0
goose,8.162916,15.243243,-0.26029122,0.0009995003330834232,-1.4868836,114,6,2,5,0,1.0,3,0
cow,8.763902,13.892683,-0.64451075,1.7919261220073759,-1.41557,114,7,2,6,0,3.0,3,1
pig,8.733592,15.466529,-0.43317556,1.6096378924367667,-1.5484356,114,8,2,8,0,3.0,3,2
horse,9.460777,14.91022,-0.51891565,1.7919261220073759,-1.2364528,114,9,2,9,1,3.0,3,3
frog,8.163962,11.04134,0.74017715,2.1973356822749484,-1.4074886,114,10,3,1,0,2.0,4,0
lizard,7.679484,13.174461,0.4991113,1.3865443298750981,-2.8863277,114,11,3,2,0,0.0,5,0
gecko,6.503849,15.196921,-1.5265282,1.09894556645823,-2.1426241,114,12,3,3,1,1.0,6,0
axolotl,6.0317454,11.592331,-0.69059944,2.5650262775800314,-1.4263221,114,13,4,1,1,2.0,7,0
snake,8.501285,11.698332,1.0691586,1.09894556645823,-2.0297687,114,14,5,1,1,0.0,8,0
barracuda,6.5386624,12.476639,-2.0114467,1.09894556645823,-2.822784,114,15,6,1,1,1.0,9,0
squid,7.505342,14.876084,-1.3418002,1.3865443298750981,-2.5948846,114,16,7,1,0,3.0,9,1
octopus,7.2867985,14.860473,0.46494746,0.6936470556015963,-2.5413294,114,17,7,2,0,3.0,9,2
lobster,7.8247223,13.367179,-2.0292091,1.09894556645823,-2.3394294,114,18,7,3,0,3.0,9,3
scallop,7.047576,13.350252,-2.9212613,1.3865443298750981,-2.5164666,114,19,7,4,0,3.0,9,4
clam,7.5682845,15.827578,-1.8545026,0.0009995003330834232,-1.91001,114,20,7,5,0,3.0,9,5
crab,8.06861,12.223143,0.1938008,0.6936470556015963,-1.8940232,114,21,7,6,0,2.0,10,0
eel,7.6734543,13.39534,-2.610176,0.6936470556015963,-2.115647,114,22,7,7,1,1.0,11,0
monkey,8.25998,10.707764,1.4139525,2.5650262775800314,-1.7249314,114,23,8,1,0,2.0,12,0
ape,7.7708087,15.299568,-0.8238075,1.09894556645823,-2.5448773,114,24,8,2,1,1.0,13,0
mosquito,8.023557,10.043945,-1.824149,2.079566533867987,-0.8798586,114,25,9,1,0,2.0,14,0
insect,8.698835,13.257396,-1.5407169,0.0009995003330834232,-2.3739862,114,26,9,2,0,0.0,15,0
fly,9.043542,14.188431,-1.1954408,0.0009995003330834232,-1.7719772,114,27,9,3,1,1.0,16,0
leech,7.5378757,12.213039,0.41327918,2.4849899796493045,-2.3379574,114,28,10,1,1,2.0,17,0
chicken,8.703944,9.960448,-0.36407304,1.6096378924367667,-2.2270951,114,29,11,1,0,0.0,18,0
hen,8.471315,15.929657,-1.8579493,0.6936470556015963,-0.9014865,114,30,11,2,0,1.0,19,0
rooster,7.276048,16.114489,-1.0692179,0.6936470556015963,-0.5741004,114,31,11,3,0,3.0,19,1
mule,8.073634,13.377272,-2.6377778,1.09894556645823,-0.53418994,114,32,11,4,0,3.0,19,2
ox,8.214862,14.5195675,-3.6403913,0.0009995003330834232,-0.85134447,114,33,11,5,1,3.0,19,3
panther,7.5974145,12.142309,-0.106794,2.7726512202867375,-0.72380114,114,34,12,1,0,2.0,20,0
mountain lion,6.5962234,15.380402,-1.2286553,1.09894556645823,-1.8634909,114,35,12,2,0,1.0,21,0
lion,8.663146,14.873382,1.1276553,1.09894556645823,-1.6200879,114,36,12,3,0,2.0,22,0
