response,freq,HS,activity,logRT,logPrej,pid,trial,patchnum,numwithinpatch,switchornot,cue_transitions,patchnum2,numwithinpatch2
whale,8.224764,14.669059,0.87034935,1.3865443298750981,-2.0661352,73,24,15,2,0,0.0,21,0
dolphin,7.705347,15.366442,1.1312795,1.3865443298750981,-2.6612835,73,25,15,3,1,1.0,22,0
gazelle,7.1171856,11.705011,-0.03973782,2.079566533867987,-1.3213968,73,26,16,1,1,2.0,23,0
koala,6.4397144,12.117562,1.880491,2.079566533867987,-1.2010967,73,27,17,1,0,0.0,24,0
kangaroo,7.437985,13.437871,1.2155612,1.7919261220073759,-2.0130281,73,28,17,2,1,0.0,25,0
monkey,8.25998,11.753673,1.4139525,1.3865443298750981,-1.4287313,73,29,18,1,0,0.0,26,0
chimpanzee,7.246959,14.86046,0.2907952,0.6936470556015963,-2.0233483,73,30,18,2,0,1.0,27,0
ape,7.7708087,15.579497,-0.8238075,0.6936470556015963,-0.89237785,73,31,18,3,1,3.0,27,1
wolf,8.697056,12.101072,-1.0423151,2.7726512202867375,-0.5898784,73,32,19,1,0,2.0,28,0
elk,8.115869,12.594985,-0.5356877,1.7919261220073759,-0.48941195,73,33,19,2,1,0.0,29,0
emu,7.398371,12.435528,-0.08142197,1.09894556645823,-0.7178432,73,34,20,1,0,0.0,30,0
ostrich,7.4367714,14.968502,-1.7866931,1.3865443298750981,-0.9482093,73,35,20,2,0,1.0,31,0
elephant,8.278831,14.667244,0.5827914,2.079566533867987,-1.0277283,73,36,20,3,0,3.0,31,1
rabbit,8.530918,13.767791,-0.7450187,0.0009995003330834232,-3.2292771,74,2,1,3,1,,0,0
bird,9.1650715,13.016421,0.64898264,0.6936470556015963,-1.4633223,74,3,2,1,1,2.0,1,0
bear,9.4697275,13.169439,-0.5030153,0.6936470556015963,-3.482013,74,4,3,1,1,0.0,2,0
horse,9.460777,13.048638,-0.51891565,0.0009995003330834232,-2.5041199,74,5,4,1,1,0.0,3,0
cheetah,6.6782866,11.666365,1.2123458,0.6936470556015963,-1.7982593,74,6,5,1,1,0.0,4,0
panda,7.0408387,13.432497,0.0382514,1.09894556645823,-1.7282474,74,7,6,1,0,0.0,5,0
polar bear,6.879763,13.745732,0.9793277,1.09894556645823,-1.96984,74,8,6,2,1,0.0,6,0
dolphin,7.705347,12.682603,1.1312795,1.09894556645823,-1.8426986,74,9,7,1,1,0.0,7,0
chimpanzee,7.246959,12.1009865,0.2907952,1.09894556645823,-3.0390508,74,10,8,1,0,0.0,8,0
gorilla,7.3137183,15.172663,0.44351846,1.09894556645823,-2.700037,74,11,8,2,0,1.0,9,0
bonobo,5.772192,14.2645235,0.14017558,1.09894556645823,-2.0994294,74,12,8,3,0,3.0,9,1
lemur,6.489341,13.914429,-0.032194495,2.3026850879943788,-1.7792046,74,13,8,4,0,3.0,9,2
elephant,8.278831,12.650648,0.5827914,1.09894556645823,-1.6999841,74,14,8,5,0,2.0,10,0
rhino,7.0549827,14.8989105,-0.42002368,0.6936470556015963,-2.025355,74,15,8,6,0,1.0,11,0
hippopotamus,6.933396,14.833956,1.1898401,1.09894556645823,-1.6523962,74,16,8,7,1,2.0,12,0
jaguar,7.385849,13.700456,-0.3604108,1.3865443298750981,-1.5436578,74,17,9,1,1,1.0,13,0
shark,7.8841987,12.026958,0.611025,1.09894556645823,-1.1681124,74,18,10,1,0,2.0,14,0
whale,8.224764,15.465992,0.87034935,0.6936470556015963,-1.9954636,74,19,10,2,1,1.0,15,0
snake,8.501285,11.65152,1.0691586,1.7919261220073759,-1.3160019,74,20,11,1,0,2.0,16,0
iguana,6.706117,12.991634,0.07733297,1.09894556645823,-2.738194,74,21,11,2,0,0.0,17,0
frog,8.163962,11.659355,0.74017715,0.6936470556015963,-1.4291841,74,22,11,3,0,0.0,18,0
turtle,8.067716,12.040396,0.9358722,0.6936470556015963,-2.2025886,74,23,11,4,0,0.0,19,0
lizard,7.679484,13.020966,0.4991113,1.6096378924367667,-1.751406,74,24,11,5,1,1.0,20,0
chicken,8.703944,11.429279,-0.36407304,1.6096378924367667,-1.2950346,74,25,12,1,0,2.0,21,0
cow,8.763902,14.409694,-0.64451075,0.0009995003330834232,-1.1135482,74,26,12,2,0,0.0,22,0
pig,8.733592,15.466529,-0.43317556,1.09894556645823,-0.97025794,74,27,12,3,1,1.0,23,0
tiger,8.281227,12.86614,0.58249664,0.0009995003330834232,-0.7894642,74,28,13,1,0,2.0,24,0
lion,8.663146,15.957723,1.1276553,0.0009995003330834232,-1.3212055,74,29,13,2,1,1.0,25,0
kangaroo,7.437985,12.897811,1.2155612,1.3865443298750981,-1.2061343,74,30,14,1,0,2.0,26,0
koala,6.4397144,13.437871,1.880491,1.09894556645823,-1.3561944,74,31,14,2,0,0.0,27,0
platypus,6.426489,11.689554,1.3545604,1.09894556645823,-1.5334076,74,32,14,3,1,0.0,28,0
giraffe,7.0409007,11.99175,1.7233582,1.3865443298750981,-1.4189965,74,33,15,1,0,0.0,29,0
zebra,7.33688,15.0552025,1.0181093,0.6936470556015963,-0.95389783,74,34,15,2,1,0.0,30,0
bat,8.329255,13.210176,-0.6104733,1.3865443298750981,-0.8802949,74,35,16,1,1,0.0,31,0
sloth,7.2696533,13.237218,-0.65872157,3.0445700556372914,-0.84071994,74,36,17,1,1,1.0,32,0
fish,9.652773,11.961561,0.4094454,1.09894556645823,-0.68397427,74,37,18,1,0,2.0,33,0
octopus,7.2867985,12.966707,0.46494746,1.3865443298750981,-2.153579,74,38,18,2,0,0.0,34,0
squid,7.505342,14.860473,-1.3418002,1.9460529959950605,-0.9278593,74,39,18,3,0,1.0,35,0
stingray,6.2277017,14.691977,-1.5637319,0.6936470556015963,-0.5426092,74,40,18,4,1,3.0,35,1
toucan,6.079373,11.901335,-0.79710174,2.079566533867987,-0.39401674,74,41,19,1,0,2.0,36,0
parrot,7.6612816,15.106734,0.21154499,1.09894556645823,-0.8497262,74,42,19,2,1,1.0,37,0
gazelle,7.1171856,12.5100155,-0.03973782,1.9460529959950605,-0.8903481,74,43,20,1,0,2.0,38,0
deer,8.729307,13.64884,-0.22081327,1.09894556645823,-0.67350936,74,44,20,2,0,0.0,39,0
raccoon,7.2334986,13.6433525,-0.14996529,1.3865443298750981,-1.294317,74,45,20,3,0,0.0,40,0
squirrel,7.886292,15.101013,0.20738745,0.6936470556015963,-0.65659106,74,46,20,4,0,1.0,41,0
chipmunk,6.6536546,15.877527,1.1690071,0.6936470556015963,-0.9893737,74,47,20,5,1,3.0,41,1
possum,6.9892597,14.293275,0.33384502,1.3865443298750981,-0.8269224,74,48,21,1,1,3.0,41,2
peacock,7.8933806,12.315949,-1.1051009,2.4849899796493045,-0.62351346,74,49,22,1,0,2.0,42,0
bird,9.1650715,11.8872175,0.64898264,0.0009995003330834232,-1.7594746,75,2,2,1,1,,0,0
lion,8.663146,11.615356,1.1276553,0.0009995003330834232,-3.586871,75,3,3,1,1,0.0,1,0
walrus,7.1177874,11.814585,0.24954772,1.3865443298750981,-2.9506223,75,4,4,1,1,0.0,2,0
otter,7.7928977,13.118511,-0.20783257,0.6936470556015963,-2.9146202,75,5,5,1,0,0.0,3,0
turtle,8.067716,12.930136,0.9358722,0.6936470556015963,-1.675633,75,6,5,2,0,0.0,4,0
shark,7.8841987,13.011423,0.611025,0.6936470556015963,-2.8188481,75,7,5,3,1,0.0,5,0
lamb,8.637704,11.399473,-3.2459736,0.6936470556015963,-3.0662374,75,8,6,1,0,0.0,6,0
goose,8.162916,13.836193,-0.26029122,0.0009995003330834232,-1.84143,75,9,6,2,0,0.0,7,0
pig,8.733592,13.7344475,-0.43317556,1.6096378924367667,-1.6134862,75,10,6,3,0,0.0,8,0
sheep,9.106964,14.698289,-1.2447839,1.09894556645823,-1.3777139,75,11,6,4,1,1.0,9,0
tiger,8.281227,12.723315,0.58249664,0.6936470556015963,-1.5866135,75,12,7,1,0,2.0,10,0
leopard,7.6562376,15.12919,0.39975286,0.0009995003330834232,-0.90978247,75,13,7,2,1,1.0,11,0
iguana,6.706117,12.051281,0.07733297,1.3865443298750981,-0.94769216,75,14,8,1,1,2.0,12,0
hamster,7.4689918,12.203463,0.8201952,2.079566533867987,-1.6797271,75,15,9,1,1,0.0,13,0
giraffe,7.0409007,11.563313,1.7233582,1.6096378924367667,-1.712514,75,16,10,1,0,0.0,14,0
monkey,8.25998,13.176134,1.4139525,1.09894556645823,-1.7968631,75,17,10,2,0,0.0,15,0
baboon,7.044648,14.806596,-0.41131818,0.0009995003330834232,-2.241273,75,18,10,3,1,1.0,16,0
rabbit,8.530918,11.34144,-0.7450187,2.079566533867987,-0.82703054,75,19,11,1,0,2.0,17,0
parakeet,6.3692183,12.360552,-1.2134967,1.9460529959950605,-1.0279679,75,20,11,2,1,0.0,18,0
zebra,7.33688,12.129736,1.0181093,1.9460529959950605,-1.2746837,75,21,12,1,0,0.0,19,0
cheetah,6.6782866,12.942903,1.2123458,0.6936470556015963,-1.2443793,75,22,12,2,0,0.0,20,0
elephant,8.278831,13.024547,0.5827914,1.3865443298750981,-0.6368606,75,23,12,3,0,0.0,21,0
gazelle,7.1171856,13.935078,-0.03973782,2.1973356822749484,-1.1260036,75,24,12,4,1,0.0,22,0
prairie dog,6.5307546,12.891115,0.9217212,2.3026850879943788,-0.9542012,75,25,13,1,1,0.0,23,0
boar,7.84996,13.090839,-0.9777014,1.3865443298750981,-1.1298387,75,26,14,1,1,1.0,24,0
cow,8.763902,14.134934,-0.64451075,1.6096378924367667,-0.93451333,75,27,15,1,1,3.0,24,1
moose,7.8764725,12.359249,0.20265234,2.7726512202867375,-0.83948743,75,28,16,1,0,2.0,25,0
wolf,8.697056,12.379253,-1.0423151,1.09894556645823,-1.6851635,75,29,16,2,1,0.0,26,0
owl,8.098242,13.72831,-1.5028136,3.5553766325098297,-0.6564782,75,30,17,1,1,0.0,27,0
lizard,7.679484,13.294607,0.4991113,1.7919261220073759,-0.95481956,75,31,18,1,1,0.0,28,0
orangutan,6.276458,10.370994,1.5593612,1.9460529959950605,-1.6166542,75,32,19,1,1,0.0,29,0
wolverine,7.030102,12.32961,-0.934198,2.4849899796493045,-1.1394348,75,33,20,1,0,0.0,30,0
bird,9.1650715,11.8872175,0.64898264,1.3865443298750981,-1.7594746,76,2,2,1,1,,0,0
mouse,8.734669,12.545109,0.2110622,1.09894556645823,-3.586871,76,3,3,1,0,0.0,1,0
rat,8.843021,15.928724,-0.05801153,1.09894556645823,-2.1984453,76,4,3,2,1,1.0,2,0
gorilla,7.3137183,11.350563,0.44351846,1.09894556645823,-1.0941901,76,5,4,1,1,2.0,3,0
fish,9.652773,11.023875,0.4094454,1.09894556645823,-3.4494214,76,6,5,1,1,0.0,4,0
bear,9.4697275,11.600453,-0.5030153,0.6936470556015963,-3.2768912,76,7,6,1,1,0.0,5,0
giraffe,7.0409007,13.596478,1.7233582,1.09894556645823,-2.2754135,76,8,7,1,1,0.0,6,0
bee,8.562807,11.072385,0.28857517,1.3865443298750981,-2.639144,76,9,8,1,1,0.0,7,0
rabbit,8.530918,12.114232,-0.7450187,2.1973356822749484,-2.7311485,76,10,9,1,1,0.0,8,0
dolphin,7.705347,11.237427,1.1312795,1.3865443298750981,-1.0123476,76,11,10,1,1,0.0,9,0
gerbil,6.3419065,9.37978,1.1986861,3.0910879068707438,-2.5357904,76,12,11,1,0,0.0,10,0
beaver,8.254935,11.620987,-1.0188029,1.9460529959950605,-1.1041759,76,13,11,2,1,0.0,11,0
spider,8.1268215,10.208303,0.06374037,1.6096378924367667,-1.576903,76,14,12,1,1,0.0,12,0
monkey,8.25998,11.875092,1.4139525,1.3865443298750981,-2.1955664,76,15,13,1,1,0.0,13,0
snake,8.501285,11.802048,1.0691586,0.6936470556015963,-2.270753,76,16,14,1,1,0.0,14,0
panda,7.0408387,11.383688,0.0382514,1.09894556645823,-2.5172687,76,17,15,1,1,0.0,15,0
baboon,7.044648,11.939187,-0.41131818,1.6096378924367667,-1.5318724,76,18,16,1,1,0.0,16,0
walrus,7.1177874,11.579234,0.24954772,2.4849899796493045,-0.8601586,76,19,17,1,1,0.0,17,0
elephant,8.278831,13.234995,0.5827914,1.09894556645823,-1.7012622,76,20,18,1,0,0.0,18,0
zebra,7.33688,14.61739,1.0181093,1.9460529959950605,-1.4117727,76,21,18,2,1,0.0,19,0
stingray,6.2277017,11.980637,-1.5637319,3.5553766325098297,-1.1485047,76,22,20,1,0,0.0,20,0
bird,9.1650715,11.8872175,0.64898264,0.6936470556015963,-1.7594746,77,2,2,1,1,,0,0
bear,9.4697275,13.169439,-0.5030153,1.6096378924367667,-3.586871,77,3,3,1,1,0.0,1,0
lion,8.663146,14.451857,1.1276553,1.09894556645823,-2.544783,77,4,4,1,0,0.0,2,0
tiger,8.281227,15.957723,0.58249664,1.3865443298750981,-2.4835963,77,5,4,2,0,1.0,3,0
monkey,8.25998,13.171951,1.4139525,1.09894556645823,-0.75843763,77,6,4,3,1,2.0,4,0
chipmunk,6.6536546,12.910217,1.1690071,1.09894556645823,-2.4479408,77,7,5,1,0,0.0,5,0
skunk,7.2660403,14.772698,-1.2435367,0.6936470556015963,-1.6076617,77,8,5,2,1,1.0,6,0
cheetah,6.6782866,14.148722,1.2123458,3.218915824068222,-1.1039448,77,9,6,1,0,2.0,7,0
jaguar,7.385849,14.279139,-0.3604108,1.6096378924367667,-0.77584016,77,10,6,2,1,1.0,8,0
raccoon,7.2334986,14.408986,-0.14996529,2.5650262775800314,-0.530772,77,11,7,1,0,3.0,8,1
squirrel,7.886292,15.101013,0.20738745,2.3026850879943788,-0.94729877,77,12,7,2,0,3.0,8,2
rat,8.843021,14.383702,-0.05801153,2.7081168655467533,-1.0964264,77,13,7,3,0,3.0,8,3
mouse,8.734669,15.928724,0.2110622,0.6936470556015963,-1.517271,77,14,7,4,1,3.0,8,4
snake,8.501285,11.841747,1.0691586,0.0009995003330834232,-0.97548383,77,15,8,1,0,2.0,9,0
frog,8.163962,12.810562,0.74017715,2.1973356822749484,-2.7223797,77,16,8,2,1,0.0,10,0
koala,6.4397144,10.53768,1.880491,2.8904273119085677,-2.0601118,77,17,9,1,1,0.0,11,0
fish,9.652773,10.729955,0.4094454,3.3322402238231783,-1.9688241,77,18,10,1,1,0.0,12,0
bat,8.329255,11.973251,-0.6104733,0.6936470556015963,-2.667614,77,19,11,1,1,0.0,13,0
spider,8.1268215,12.109597,0.06374037,2.995782272304033,-0.96177435,77,20,12,1,1,0.0,14,0
worm,8.385086,14.163838,-1.1592584,1.09894556645823,-1.5803374,77,21,13,1,0,1.0,15,0
butterfly,8.047713,13.502493,-1.9330101,2.833272165855592,-0.9759478,77,22,13,2,0,3.0,15,1
mouse,8.734669,13.174165,0.2110622,0.0009995003330834232,-1.7594746,78,2,2,1,0,,0,0
rat,8.843021,15.928724,-0.05801153,0.6936470556015963,-2.3713615,78,3,2,2,1,1.0,1,0
horse,9.460777,13.029919,-0.51891565,1.09894556645823,-1.1271622,78,4,3,1,0,2.0,2,0
mule,8.073634,14.3779545,-2.6377778,0.6936470556015963,-1.8989329,78,5,3,2,1,1.0,3,0
giraffe,7.0409007,12.885272,1.7233582,0.6936470556015963,-1.1975813,78,6,4,1,0,2.0,4,0
elephant,8.278831,15.255891,0.5827914,1.09894556645823,-3.0954063,78,7,4,2,0,1.0,5,0
hippopotamus,6.933396,14.593483,1.1898401,1.6096378924367667,-1.9667478,78,8,4,3,1,2.0,6,0
eel,7.6734543,12.135035,-2.610176,1.6096378924367667,-1.7526069,78,9,5,1,1,0.0,7,0
snake,8.501285,13.533483,1.0691586,0.6936470556015963,-3.37706,78,10,6,1,1,0.0,8,0
cow,8.763902,11.949431,-0.64451075,1.6096378924367667,-3.2960556,78,11,7,1,0,0.0,9,0
pig,8.733592,15.466529,-0.43317556,0.0009995003330834232,-1.0623076,78,12,7,2,1,1.0,10,0
fish,9.652773,12.126174,0.4094454,0.6936470556015963,-0.9125082,78,13,8,1,1,2.0,11,0
bird,9.1650715,12.589179,0.64898264,0.6936470556015963,-3.0476418,78,14,9,1,1,0.0,12,0
frog,8.163962,12.005563,0.74017715,1.09894556645823,-2.5052967,78,15,10,1,1,0.0,13,0
squirrel,7.886292,12.521104,0.20738745,2.079566533867987,-1.9236406,78,16,11,1,0,0.0,14,0
raccoon,7.2334986,15.101013,-0.14996529,0.6936470556015963,-1.226919,78,17,11,2,1,1.0,15,0
ferret,7.2498455,13.872202,-0.36220145,0.0009995003330834232,-1.2343063,78,18,12,1,1,3.0,15,1
beaver,8.254935,11.688253,-1.0188029,0.6936470556015963,-0.823208,78,19,13,1,0,2.0,16,0
deer,8.729307,12.548693,-0.22081327,1.3865443298750981,-1.4532478,78,20,13,2,1,0.0,17,0
crocodile,7.534795,10.607174,1.2002896,2.4849899796493045,-1.8063855,78,21,14,1,0,0.0,18,0
alligator,7.4510283,15.438948,1.1975237,1.09894556645823,-2.0594168,78,22,14,2,0,1.0,19,0
komodo dragon,5.299216,14.300138,0.27036726,1.09894556645823,-1.1238989,78,23,14,3,1,3.0,19,1
fox,8.901891,11.939775,-1.256597,1.3865443298750981,-1.0363142,78,24,15,1,1,2.0,20,0
mosquito,8.023557,11.0390415,-1.824149,1.6096378924367667,-0.8090432,78,25,16,1,1,0.0,21,0
monkey,8.25998,9.824287,1.4139525,1.7919261220073759,-2.1880498,78,26,17,1,0,0.0,22,0
gorilla,7.3137183,14.176,0.44351846,0.6936470556015963,-2.020557,78,27,17,2,0,1.0,23,0
orangutan,6.276458,15.249987,1.5593612,1.6096378924367667,-1.2321587,78,28,17,3,0,3.0,23,1
human,10.209366,12.77907,-1.8344539,2.079566533867987,-1.0271829,78,29,17,4,1,2.0,24,0
bear,9.4697275,11.619081,-0.5030153,1.9460529959950605,-1.2245477,78,30,18,1,1,0.0,25,0
swan,8.213777,13.015574,-1.6070634,1.6096378924367667,-1.4118061,78,31,19,1,1,0.0,26,0
shark,7.8841987,13.072171,0.611025,1.7919261220073759,-1.114456,78,32,20,1,1,0.0,27,0
hummingbird,6.897857,10.937773,-1.2946882,1.9460529959950605,-1.6193787,78,33,21,1,1,0.0,28,0
anaconda,7.3087873,11.059536,-1.200006,1.6096378924367667,-0.97139645,78,34,22,1,0,0.0,29,0
turtle,8.067716,12.352027,0.9358722,1.6096378924367667,-0.89902997,78,35,22,2,0,0.0,30,0
dolphin,7.705347,12.277095,1.1312795,0.6936470556015963,-1.485415,78,36,22,3,0,0.0,31,0
whale,8.224764,15.366442,0.87034935,0.6936470556015963,-1.5940073,78,37,22,4,1,1.0,32,0
polar bear,6.879763,13.89498,0.9793277,1.3865443298750981,-1.0440701,78,38,23,1,0,2.0,33,0
seal,9.017472,14.346498,-1.4291961,0.0009995003330834232,-0.92716026,78,39,23,2,1,0.0,34,0
tortoise,7.581317,11.447246,-0.42236626,1.09894556645823,-0.67943335,78,40,24,1,1,0.0,35,0
mongoose,6.620792,13.247128,-0.59022117,1.6096378924367667,-0.7414297,78,41,25,1,1,1.0,36,0
reptile,7.397935,13.275752,-1.5721385,2.7726512202867375,-0.5705855,78,42,26,1,1,2.0,37,0
panda,7.0408387,12.196325,0.0382514,2.1973356822749484,-0.4688555,78,43,27,1,0,0.0,38,0
cow,8.763902,15.285967,-0.64451075,0.6936470556015963,-3.3417492,79,2,1,3,0,,0,0
duck,8.351821,13.465173,-0.6875971,0.6936470556015963,-1.9659384,79,3,1,4,0,2.0,1,0
chicken,8.703944,14.970944,-0.36407304,0.0009995003330834232,-2.577838,79,4,1,5,0,1.0,2,0
sheep,9.106964,14.209078,-1.2447839,1.3865443298750981,-1.9831462,79,5,1,6,0,2.0,3,0
rooster,7.276048,14.294914,-1.0692179,2.079566533867987,-1.4656909,79,6,1,7,1,1.0,4,0
dog,9.247131,13.564115,1.5745795,0.6936470556015963,-1.2013686,79,7,2,1,0,2.0,5,0
cat,8.985515,14.325035,0.870857,0.0009995003330834232,-3.6451712,79,8,2,2,0,1.0,6,0
fish,9.652773,11.4408865,0.4094454,1.09894556645823,-1.5910422,79,9,2,3,1,2.0,7,0
goose,8.162916,11.615493,-0.26029122,1.7919261220073759,-3.544739,79,10,3,1,0,0.0,8,0
bluebird,6.917741,12.908454,-2.5760632,1.09894556645823,-0.99747324,79,11,3,2,0,1.0,9,0
bird,9.1650715,13.557869,0.64898264,1.9460529959950605,-2.1240795,79,12,3,3,1,2.0,10,0
whale,8.224764,11.459603,0.87034935,2.079566533867987,-2.6491833,79,13,4,1,0,0.0,11,0
dolphin,7.705347,15.366442,1.1312795,0.6936470556015963,-2.5735028,79,14,4,2,0,1.0,12,0
shark,7.8841987,14.805448,0.611025,1.3865443298750981,-1.3572106,79,15,4,3,1,3.0,12,1
elephant,8.278831,13.47302,0.5827914,1.9460529959950605,-1.110081,79,16,5,1,0,2.0,13,0
zebra,7.33688,14.61739,1.0181093,0.0009995003330834232,-1.8125253,79,17,5,2,0,0.0,14,0
cheetah,6.6782866,12.942903,1.2123458,1.09894556645823,-1.5125275,79,18,5,3,0,0.0,15,0
jaguar,7.385849,14.279139,-0.3604108,1.6096378924367667,-1.6003286,79,19,5,4,0,1.0,16,0
lion,8.663146,15.217971,1.1276553,0.6936470556015963,-1.4490951,79,20,5,5,0,3.0,16,1
tiger,8.281227,15.957723,0.58249664,0.0009995003330834232,-2.0556307,79,21,5,6,1,3.0,16,2
bear,9.4697275,15.455345,-0.5030153,0.0009995003330834232,-0.7673118,79,22,6,1,1,3.0,16,3
monkey,8.25998,12.91654,1.4139525,1.6096378924367667,-1.0867575,79,23,7,1,0,2.0,17,0
hippopotamus,6.933396,12.330684,1.1898401,2.995782272304033,-1.894097,79,24,7,2,0,0.0,18,0
leopard,7.6562376,12.472229,0.39975286,2.4849899796493045,-0.9536464,79,25,7,3,0,0.0,19,0
panther,7.5974145,15.79803,-0.106794,0.0009995003330834232,-0.6263633,79,26,7,4,0,1.0,20,0
bengal tiger,5.7336283,15.127931,0.86137694,1.3865443298750981,-0.48767924,79,27,7,5,1,3.0,20,1
labrador retriever,5.7969007,11.784422,-0.81661415,2.7081168655467533,-0.33939958,79,28,8,1,1,2.0,21,0
vulture,7.3094864,10.928944,-1.5841992,2.1973356822749484,-0.3769049,79,29,9,1,1,0.0,22,0
rhino,7.0549827,12.692916,-0.42002368,2.1973356822749484,-1.095187,79,30,10,1,1,0.0,23,0
rat,8.843021,12.036448,-0.05801153,1.3865443298750981,-0.7340864,79,31,11,1,0,0.0,24,0
mouse,8.734669,15.928724,0.2110622,0.0009995003330834232,-1.3786086,79,32,11,2,0,1.0,25,0
turkey,8.929881,12.623435,-1.7151693,2.079566533867987,-0.9430593,79,33,12,1,1,2.0,26,0
panda,7.0408387,12.01395,0.0382514,2.079566533867987,-0.63845503,79,34,13,1,1,0.0,27,0
hedgehog,7.0279026,13.468737,-1.7212383,2.079566533867987,-0.8503897,79,35,14,1,0,0.0,28,0
rat,8.843021,13.56427,-0.05801153,0.6936470556015963,-1.7594746,80,2,2,1,1,,0,0
sheep,9.106964,13.147103,-1.2447839,0.6936470556015963,-2.075267,80,3,3,1,0,0.0,1,0
lamb,8.637704,15.92455,-3.2459736,0.6936470556015963,-1.9960818,80,4,3,2,1,1.0,2,0
bird,9.1650715,12.31298,0.64898264,0.0009995003330834232,-1.5151225,80,5,4,1,1,2.0,3,0
guinea pig,7.5533867,10.181026,0.65618944,2.1973356822749484,-3.405979,80,6,5,1,0,0.0,4,0
fish,9.652773,10.140671,0.4094454,0.6936470556015963,-1.7446005,80,7,5,2,0,0.0,5,0
shark,7.8841987,13.679596,0.611025,1.09894556645823,-3.298923,80,8,5,3,0,1.0,6,0
whale,8.224764,15.465992,0.87034935,0.6936470556015963,-2.4218943,80,9,5,4,1,3.0,6,1
emu,7.398371,12.80579,-0.08142197,0.6936470556015963,-1.8632697,80,10,6,1,1,2.0,7,0
eel,7.6734543,12.789333,-2.610176,1.3865443298750981,-1.5900847,80,11,7,1,1,0.0,8,0
pig,8.733592,11.853623,-0.43317556,2.3979861777572986,-0.9789839,80,12,8,1,0,0.0,9,0
cow,8.763902,15.466529,-0.64451075,0.0009995003330834232,-1.2513418,80,13,8,2,1,1.0,10,0
spider,8.1268215,11.0425625,0.06374037,1.9460529959950605,-1.1091301,80,14,9,1,1,2.0,11,0
fly,9.043542,12.872708,-1.1954408,0.0009995003330834232,-2.688709,80,15,10,1,0,0.0,12,0
mosquito,8.023557,14.639859,-1.824149,1.3865443298750981,-2.6444542,80,16,10,2,1,1.0,13,0
chicken,8.703944,10.161102,-0.36407304,1.7919261220073759,-1.8405199,80,17,11,1,0,2.0,14,0
rooster,7.276048,16.023697,-1.0692179,0.0009995003330834232,-1.0788822,80,18,11,2,0,1.0,15,0
duck,8.351821,14.983299,-0.6875971,1.3865443298750981,-0.7471181,80,19,11,3,0,3.0,15,1
goose,8.162916,15.243243,-0.26029122,1.09894556645823,-0.97854733,80,20,11,4,1,3.0,15,2
camel,7.979525,13.273914,-0.99439037,2.4849899796493045,-0.9688021,80,21,12,1,0,3.0,15,3
monkey,8.25998,12.668907,1.4139525,1.3865443298750981,-0.84785044,80,22,12,2,0,2.0,16,0
chimpanzee,7.246959,14.86046,0.2907952,1.09894556645823,-2.443791,80,23,12,3,0,1.0,17,0
ostrich,7.4367714,12.35723,-1.7866931,1.6096378924367667,-1.0636686,80,24,12,4,0,2.0,18,0
elephant,8.278831,14.667244,0.5827914,1.09894556645823,-1.3700578,80,25,12,5,0,1.0,19,0
lion,8.663146,14.317562,1.1276553,1.09894556645823,-1.677608,80,26,12,6,0,2.0,20,0
tiger,8.281227,15.957723,0.58249664,1.09894556645823,-2.1760116,80,27,12,7,1,1.0,21,0
bear,9.4697275,15.455345,-0.5030153,0.6936470556015963,-0.79311854,80,28,13,1,0,3.0,21,1
deer,8.729307,13.294271,-0.22081327,1.09894556645823,-1.0844516,80,29,13,2,0,2.0,22,0
moose,7.8764725,15.151693,0.20265234,0.0009995003330834232,-1.6288688,80,30,13,3,1,1.0,23,0
cheetah,6.6782866,11.137875,1.2123458,1.7919261220073759,-1.1356359,80,31,14,1,1,2.0,24,0
sponge,8.055747,10.347199,-2.709758,3.4657671523114555,-0.67091906,80,32,15,1,1,0.0,25,0
crow,8.2725,11.326565,-1.7845786,1.3865443298750981,-0.9809928,80,33,16,1,1,0.0,26,0
horse,9.460777,12.690447,-0.51891565,1.9460529959950605,-0.9583086,80,34,17,1,1,0.0,27,0
bull,9.068536,14.751364,-2.0570266,0.6936470556015963,-0.8784883,80,35,18,1,1,1.0,28,0
ox,8.214862,15.922661,-3.6403913,0.6936470556015963,-0.5486386,80,36,19,1,1,3.0,28,1
lizard,7.679484,10.815057,0.4991113,3.2581349988203177,-0.4185202,80,37,20,1,0,2.0,29,0
tiger,8.281227,15.957723,0.58249664,0.6936470556015963,-3.469408,81,2,2,2,1,,0,0
panda,7.0408387,14.08027,0.0382514,1.3865443298750981,-1.0032352,81,3,3,1,0,2.0,1,0
polar bear,6.879763,13.745732,0.9793277,1.09894556645823,-1.84711,81,4,3,2,1,0.0,2,0
snake,8.501285,11.503883,1.0691586,0.0009995003330834232,-1.7159499,81,5,4,1,1,0.0,3,0
eel,7.6734543,13.533483,-2.610176,1.3865443298750981,-4.2412415,81,6,5,1,0,1.0,4,0
dolphin,7.705347,13.616137,1.1312795,1.09894556645823,-2.5958416,81,7,5,2,0,2.0,5,0
whale,8.224764,15.366442,0.87034935,0.6936470556015963,-3.3210769,81,8,5,3,0,1.0,6,0
fish,9.652773,13.322374,0.4094454,0.0009995003330834232,-1.8344824,81,9,5,4,1,2.0,7,0
bird,9.1650715,12.589179,0.64898264,1.3865443298750981,-3.3339334,81,10,6,1,1,0.0,8,0
